Number;Type;X;Y;Z
2;2;-48.025161;-5.891265;-51.220045
2;2;-65.850457;-5.891265;-101.498751
2;2;-41.108216;-5.891265;-54.238715
2;2;-72.272185;-5.891265;-97.534171
2;2;-35.310234;-5.891265;-59.069854
2;2;-77.330373;-5.891265;-91.933168
2;2;-31.093080;-5.891265;-65.328616
2;2;-80.622088;-5.891265;-85.141916
2;2;-28.792689;-5.891265;-72.516432
2;2;-81.885113;-5.891265;-77.701401
2;2;-28.592308;-5.891265;-80.060724
2;2;-81.018838;-5.891265;-70.204331
2;2;-30.507901;-5.891265;-87.360518
2;2;-78.092268;-5.891265;-63.247918
2;2;-34.386872;-5.891265;-93.834318
2;2;-73.338533;-5.891265;-57.386306
2;2;-39.920225;-5.891265;-98.966423
2;2;-67.136313;-5.891265;-53.086427
2;2;-46.667175;-5.891265;-102.348013
2;2;-59.979673;-5.891265;-50.690808
2;2;-54.090265;-5.891265;-103.709713
2;2;-52.438706;-5.891265;-50.390281
2;2;-61.598176;-5.891265;-102.943051
2;2;-45.114122;-5.891265;-52.208788
2;2;-68.592831;-5.891265;-100.109097
2;2;-38.589393;-5.891265;-56.001466
2;2;-74.517041;-5.891265;-95.433605
2;2;-33.384276;-5.891265;-61.466193
2;2;-78.898886;-5.891265;-89.289020
2;2;-29.913406;-5.891265;-68.167652
2;2;-81.389311;-5.891265;-82.164816
2;2;-28.453271;-5.891265;-75.572009
2;2;-81.789931;-5.891265;-74.628504
2;2;-29.120185;-5.891265;-83.089437
2;2;-80.068831;-5.891265;-67.280422
2;2;-31.861023;-5.891265;-90.121102
2;2;-76.363114;-5.891265;-60.705914
2;2;-36.457449;-5.891265;-96.106865
2;2;-70.967976;-5.891265;-55.428701
2;2;-42.543316;-5.891265;-100.569904
2;2;-64.313189;-5.891265;-51.869164
2;2;-49.633827;-5.891265;-103.154695
2;2;-56.928871;-5.891265;-50.310852
2;2;-57.164156;-5.891265;-103.655337
2;2;-49.403251;-5.891265;-50.877900
2;2;-64.534441;-5.891265;-102.031948
2;2;-42.335817;-5.891265;-53.525138
2;2;-71.157569;-5.891265;-98.413846
2;2;-36.289556;-5.891265;-58.041688
2;2;-76.505947;-5.891265;-93.089247
2;2;-31.746110;-5.891265;-64.067764
2;2;-80.153524;-5.891265;-86.482306
2;2;-29.067407;-5.891265;-71.123332
2;2;-81.809738;-5.891265;-79.119328
2;2;-28.466831;-5.891265;-78.646351
2;2;-81.342656;-5.891265;-71.586843
2;2;-29.992224;-5.891265;-86.037539
2;2;-78.789484;-5.891265;-64.484885
2;2;-33.522073;-5.891265;-92.708121
2;2;-74.353606;-5.891265;-58.379192
2;2;-38.775194;-5.891265;-98.126720
2;2;-68.388384;-5.891265;-53.756139
2;2;-45.333125;-5.891265;-101.861695
2;2;-61.369002;-5.891265;-50.983998
2;2;-52.673465;-5.891265;-103.615519
2;2;-53.854621;-5.891265;-50.283593
2;2;-60.211487;-5.891265;-103.248485
2;2;-46.443831;-5.891265;-51.710721
2;2;-67.346717;-5.891265;-100.789829
2;2;-39.726973;-5.891265;-55.151696
2;2;-73.510766;-5.891265;-96.435406
2;2;-34.239106;-5.891265;-60.332412
2;2;-78.212609;-5.891265;-90.532089
2;2;-30.417393;-5.891265;-66.840176
2;2;-81.077702;-5.891265;-83.550130
2;2;-28.566267;-5.891265;-74.156584
2;2;-81.877810;-5.891265;-76.045710
2;2;-28.833189;-5.891265;-81.698815
2;2;-80.549200;-5.891265;-68.616626
2;2;-31.196896;-5.891265;-88.866059
2;2;-77.197707;-5.891265;-61.854675
2;2;-35.469096;-5.891265;-95.087377
2;2;-72.090308;-5.891265;-56.298510
2;2;-41.309468;-5.891265;-99.867183
2;2;-65.633857;-5.891265;-52.390731
2;2;-48.252772;-5.891265;-102.824721
2;2;-58.342671;-5.891265;-50.442630
2;2;-55.745907;-5.891265;-103.724393
2;2;-50.797561;-5.891265;-50.609392
2;2;-63.191976;-5.891265;-102.494534
2;2;-43.599567;-5.891265;-52.877733
2;2;-69.997828;-5.891265;-99.233113
2;2;-37.322076;-5.891265;-57.066958
2;2;-75.621314;-5.891265;-94.199932
2;2;-32.465150;-5.891265;-62.843355
2;2;-79.614469;-5.891265;-87.795933
2;2;-29.415689;-5.891265;-69.746780
2;2;-81.659201;-5.891265;-80.531254
2;2;-28.416611;-5.891265;-77.227311
2;2;-81.592628;-5.891265;-72.984595
2;2;-29.547502;-5.891265;-84.689052
2;2;-79.420053;-5.891265;-65.757118
2;2;-32.718276;-5.891265;-91.537605
2;2;-75.314543;-5.891265;-59.424562
2;2;-37.676352;-5.891265;-97.227419
2;2;-69.603139;-5.891265;-54.491372
2;2;-44.026770;-5.891265;-101.305246
2;2;-62.740809;-5.891265;-51.350525
2;2;-38.067048;-8.891265;-76.991437
2;2;-72.072054;-8.891265;-74.579977
2;2;-38.747659;-8.891265;-81.766091
2;2;-70.724456;-8.891265;-69.949154
2;2;-40.735273;-8.891265;-86.160399
2;2;-68.136608;-8.891265;-65.879314
2;2;-43.871559;-8.891265;-89.824312
2;2;-64.514657;-8.891265;-62.694660
2;2;-47.906681;-8.891265;-92.465967
2;2;-60.147125;-8.891265;-60.648879
2;2;-52.519205;-8.891265;-93.874928
2;2;-55.381928;-8.891265;-59.904936
2;2;-57.341700;-8.891265;-93.938961
2;2;-50.598659;-8.891265;-60.522095
2;2;-61.990007;-8.891265;-92.652964
2;2;-46.178349;-8.891265;-62.451192
2;2;-66.093846;-8.891265;-90.119378
2;2;-42.473119;-8.891265;-65.538556
2;2;-69.326307;-8.891265;-86.540028
2;2;-39.778125;-8.891265;-69.538251
2;2;-71.429895;-8.891265;-82.200043
2;2;-38.308048;-8.891265;-74.131662
2;2;-72.237038;-8.891265;-77.445143
2;2;-38.179994;-8.891265;-78.952881
2;2;-71.683440;-8.891265;-72.654102
2;2;-39.404163;-8.891265;-83.617852
2;2;-69.813200;-8.891265;-68.208570
2;2;-41.883040;-8.891265;-87.754968
2;2;-66.775301;-8.891265;-64.462676
2;2;-45.419158;-8.891265;-91.034666
2;2;-62.811740;-8.891265;-61.714816
2;2;-49.730831;-8.891265;-93.195689
2;2;-58.238252;-8.891265;-60.183883
2;2;-54.474596;-8.891265;-94.065890
2;2;-53.419158;-8.891265;-59.991830
2;2;-59.272565;-8.891265;-93.575951
2;2;-48.738345;-8.891265;-61.153956
2;2;-63.742536;-8.891265;-91.764898
2;2;-44.568683;-8.891265;-63.577687
2;2;-67.528433;-8.891265;-88.777000
2;2;-41.242325;-8.891265;-67.069949
2;2;-70.328674;-8.891265;-84.850271
2;2;-39.024248;-8.891265;-71.352552
2;2;-71.920193;-8.891265;-80.297512
2;2;-38.091141;-8.891265;-76.084344
2;2;-72.176211;-8.891265;-75.481392
2;2;-38.517336;-8.891265;-80.888396
2;2;-71.076333;-8.891265;-70.785562
2;2;-40.268882;-8.891265;-85.382018
2;2;-68.708176;-8.891265;-66.584089
2;2;-43.206253;-8.891265;-89.207251
2;2;-65.260385;-8.891265;-63.211658
2;2;-47.095458;-8.891265;-92.059379
2;2;-61.007608;-8.891265;-60.936917
2;2;-51.626685;-8.891265;-93.711204
2;2;-56.288621;-8.891265;-59.941070
2;2;-56.438981;-8.891265;-94.031141
2;2;-51.479335;-8.891265;-60.303446
2;2;-61.149000;-8.891265;-92.993706
2;2;-46.962854;-8.891265;-61.995177
2;2;-65.381545;-8.891265;-90.681539
2;2;-43.098960;-8.891265;-64.881501
2;2;-68.799454;-8.891265;-87.278826
2;2;-40.195447;-8.891265;-68.732497
2;2;-71.130457;-8.891265;-83.056626
2;2;-38.483608;-8.891265;-73.241394
2;2;-72.188869;-8.891265;-78.351277
2;2;-38.099807;-8.891265;-78.049018
2;2;-71.890378;-8.891265;-73.537603
2;2;-39.074617;-8.891265;-82.772396
2;2;-70.258760;-8.891265;-68.999060
2;2;-41.330386;-8.891265;-87.035266
2;2;-67.423989;-8.891265;-65.097185
2;2;-44.687420;-8.891265;-90.498050
2;2;-63.611883;-8.891265;-62.142799
2;2;-48.878299;-8.891265;-92.884905
2;2;-59.126110;-8.891265;-60.371247
2;2;-53.569182;-8.891265;-94.005696
2;2;-54.324006;-8.891265;-59.923651
2;2;-58.386394;-8.891265;-93.771140
2;2;-49.588102;-8.891265;-60.835664
2;2;-62.946200;-8.891265;-92.199923
2;2;-45.295659;-8.891265;-63.034637
2;2;-66.885368;-8.891265;-89.417207
2;2;-41.788609;-8.891265;-66.345400
2;2;-69.890105;-8.891265;-85.644661
2;2;-39.346323;-8.891265;-70.504221
2;2;-71.721057;-8.891265;-81.182804
2;2;-38.163352;-8.891265;-75.179810
2;2;-72.232371;-8.891265;-76.387065
2;2;-38.333930;-8.891265;-79.999712
2;2;-71.383316;-8.891265;-71.639471
2;2;-39.844469;-8.891265;-84.579976
2;2;-69.241526;-8.891265;-67.318211
2;2;-42.574640;-8.891265;-88.555742
2;2;-65.977617;-8.891265;-63.767514
2;2;-46.306961;-8.891265;-91.610302
2;2;-61.851588;-8.891265;-61.270228
2;2;-50.744115;-8.891265;-93.500331
2;2;-57.192118;-8.891265;-60.025284
2;2;-55.532642;-8.891265;-94.075272
2;2;-52.370376;-8.891265;-60.131854
2;2;-60.291091;-8.891265;-93.289324
2;2;-47.770460;-8.891265;-61.581449
2;2;-64.640407;-8.891265;-91.205096
2;2;-43.758797;-8.891265;-64.258595
2;2;-68.234124;-8.891265;-87.988616
2;2;-40.654953;-8.891265;-67.950031
2;2;-70.785971;-8.891265;-83.896106
2;2;-38.706179;-8.891265;-72.361701
2;2;-72.092668;-8.891265;-79.253575
2;2;-38.067713;-8.891265;-77.142173
2;2;-72.050124;-8.891265;-74.430844
2;2;-38.790415;-8.891265;-81.910638
2;2;-70.661729;-8.891265;-69.812087
2;2;-40.816715;-8.891265;-86.287241
2;2;-68.038081;-8.891265;-65.765234
2;2;-43.985199;-8.891265;-89.923347
2;2;-64.388178;-8.891265;-62.612653
2;2;-48.043467;-8.891265;-92.529304
2;2;-60.002771;-8.891265;-60.605479
2;2;-42.948500;-11.891265;-76.991437
2;2;-67.239453;-11.891265;-75.268848
2;2;-43.434683;-11.891265;-80.402138
2;2;-66.276817;-11.891265;-71.960890
2;2;-44.854505;-11.891265;-83.541144
2;2;-64.428228;-11.891265;-69.053663
2;2;-47.094863;-11.891265;-86.158405
2;2;-61.840943;-11.891265;-66.778754
2;2;-49.977291;-11.891265;-88.045430
2;2;-58.721064;-11.891265;-65.317381
2;2;-53.272176;-11.891265;-89.051900
2;2;-55.317119;-11.891265;-64.785958
2;2;-56.717051;-11.891265;-89.097641
2;2;-51.900264;-11.891265;-65.226815
2;2;-60.037498;-11.891265;-88.179008
2;2;-48.742683;-11.891265;-66.604836
2;2;-62.969013;-11.891265;-86.369180
2;2;-46.095909;-11.891265;-68.810248
2;2;-65.278072;-11.891265;-83.812327
2;2;-44.170781;-11.891265;-71.667368
2;2;-66.780737;-11.891265;-80.712125
2;2;-43.120654;-11.891265;-74.948601
2;2;-67.357307;-11.891265;-77.315535
2;2;-43.029181;-11.891265;-78.392564
2;2;-66.961853;-11.891265;-73.893128
2;2;-43.903647;-11.891265;-81.724915
2;2;-65.625876;-11.891265;-70.717531
2;2;-45.674395;-11.891265;-84.680200
2;2;-63.455800;-11.891265;-68.041709
2;2;-48.200366;-11.891265;-87.023002
2;2;-60.624491;-11.891265;-66.078817
2;2;-51.280344;-11.891265;-88.566696
2;2;-57.357490;-11.891265;-64.985219
2;2;-54.668979;-11.891265;-89.188311
2;2;-53.915044;-11.891265;-64.848029
2;2;-58.096335;-11.891265;-88.838330
2;2;-50.571377;-11.891265;-65.678176
2;2;-61.289390;-11.891265;-87.544632
2;2;-47.592843;-11.891265;-67.409531
2;2;-63.993788;-11.891265;-85.410273
2;2;-45.216710;-11.891265;-69.904175
2;2;-65.994097;-11.891265;-82.605275
2;2;-43.632261;-11.891265;-72.963386
2;2;-67.130974;-11.891265;-79.353081
2;2;-42.965710;-11.891265;-76.343469
2;2;-67.313857;-11.891265;-75.912760
2;2;-43.270156;-11.891265;-79.775170
2;2;-66.528176;-11.891265;-72.558366
2;2;-44.521346;-11.891265;-82.985119
2;2;-64.836519;-11.891265;-69.557108
2;2;-46.619612;-11.891265;-85.717616
2;2;-62.373642;-11.891265;-67.148064
2;2;-49.397805;-11.891265;-87.754990
2;2;-59.335737;-11.891265;-65.523138
2;2;-52.634618;-11.891265;-88.934946
2;2;-55.964801;-11.891265;-64.811769
2;2;-56.072208;-11.891265;-89.163488
2;2;-52.529361;-11.891265;-65.070627
2;2;-59.436738;-11.891265;-88.422412
2;2;-49.303082;-11.891265;-66.279089
2;2;-62.460191;-11.891265;-86.770751
2;2;-46.542969;-11.891265;-68.340891
2;2;-64.901722;-11.891265;-84.340076
2;2;-44.468889;-11.891265;-71.091790
2;2;-66.566838;-11.891265;-81.324012
2;2;-43.246063;-11.891265;-74.312652
2;2;-67.322899;-11.891265;-77.962818
2;2;-42.971900;-11.891265;-77.746904
2;2;-67.109676;-11.891265;-74.524244
2;2;-43.668241;-11.891265;-81.120976
2;2;-65.944155;-11.891265;-71.282205
2;2;-45.279615;-11.891265;-84.166092
2;2;-63.919180;-11.891265;-68.494961
2;2;-47.677660;-11.891265;-86.639678
2;2;-61.196060;-11.891265;-66.384541
2;2;-50.671351;-11.891265;-88.344692
2;2;-57.991717;-11.891265;-65.119060
2;2;-54.022211;-11.891265;-89.145311
2;2;-54.561408;-11.891265;-64.799326
2;2;-57.463313;-11.891265;-88.977760
2;2;-51.178388;-11.891265;-65.450809
2;2;-60.720540;-11.891265;-87.855386
2;2;-48.112147;-11.891265;-67.021611
2;2;-63.534424;-11.891265;-85.867595
2;2;-45.606940;-11.891265;-69.386604
2;2;-65.680812;-11.891265;-83.172735
2;2;-43.862330;-11.891265;-72.357394
2;2;-66.988724;-11.891265;-79.985476
2;2;-43.017293;-11.891265;-75.697329
2;2;-67.353974;-11.891265;-76.559714
2;2;-43.139142;-11.891265;-79.140352
2;2;-66.747464;-11.891265;-73.168342
2;2;-44.218173;-11.891265;-82.412193
2;2;-65.217510;-11.891265;-70.081516
2;2;-46.168429;-11.891265;-85.252221
2;2;-62.885986;-11.891265;-67.545131
2;2;-48.834555;-11.891265;-87.434199
2;2;-59.938621;-11.891265;-65.761233
2;2;-52.004168;-11.891265;-88.784312
2;2;-56.610200;-11.891265;-64.871926
2;2;-55.424779;-11.891265;-89.195012
2;2;-53.165862;-11.891265;-64.948053
2;2;-58.823904;-11.891265;-88.633582
2;2;-49.879983;-11.891265;-65.983549
2;2;-61.930770;-11.891265;-87.144746
2;2;-47.014313;-11.891265;-67.895927
2;2;-64.497887;-11.891265;-84.847103
2;2;-44.797130;-11.891265;-70.532848
2;2;-66.320760;-11.891265;-81.923682
2;2;-43.405053;-11.891265;-73.684256
2;2;-67.254179;-11.891265;-78.607361
2;2;-42.948975;-11.891265;-77.099113
2;2;-67.223788;-11.891265;-75.162316
2;2;-43.465226;-11.891265;-80.505393
2;2;-66.232009;-11.891265;-71.862979
2;2;-44.912682;-11.891265;-83.631752
2;2;-64.357847;-11.891265;-68.972171
2;2;-47.176040;-11.891265;-86.229148
2;2;-61.750595;-11.891265;-66.720174
2;2;-50.075001;-11.891265;-88.090673
2;2;-58.617946;-11.891265;-65.286379
3;2;24.701182;-16.322624;61.649736
3;2;-48.928540;-16.322624;66.871177
3;2;23.227483;-16.322624;51.311363
3;2;-46.010638;-16.322624;76.898120
3;2;18.923779;-16.322624;41.796538
3;2;-40.407271;-16.322624;85.710387
3;2;12.132900;-16.322624;33.863208
3;2;-32.564800;-16.322624;92.605995
3;2;3.395805;-16.322624;28.143337
3;2;-23.107954;-16.322624;97.035646
3;2;-6.591514;-16.322624;25.092566
3;2;-12.790057;-16.322624;98.646475
3;2;-17.033474;-16.322624;24.953919
3;2;-2.433029;-16.322624;97.310166
3;2;-27.098274;-16.322624;27.738439
3;2;7.138096;-16.322624;93.133167
3;2;-35.984158;-16.322624;33.224314
3;2;15.160887;-16.322624;86.448216
3;2;-42.983282;-16.322624;40.974542
3;2;20.996255;-16.322624;77.787832
3;2;-47.538098;-16.322624;50.371743
3;2;24.179356;-16.322624;67.841897
3;2;-49.285774;-16.322624;60.667344
3;2;24.456626;-16.322624;57.402698
3;2;-48.087090;-16.322624;71.041201
3;2;21.805979;-16.322624;47.301816
3;2;-44.037532;-16.322624;80.666939
3;2;16.438564;-16.322624;38.343881
3;2;-37.459687;-16.322624;88.777778
3;2;8.781945;-16.322624;31.242477
3;2;-28.877542;-16.322624;94.727613
3;2;-0.553956;-16.322624;26.563297
3;2;-18.974744;-16.322624;98.042483
3;2;-10.825445;-16.322624;24.679084
3;2;-8.540147;-16.322624;98.458328
3;2;-21.214303;-16.322624;25.739931
3;2;1.595037;-16.322624;95.942021
3;2;-30.892958;-16.322624;29.661333
3;2;10.623445;-16.322624;90.694011
3;2;-39.090414;-16.322624;36.130913
3;2;17.825878;-16.322624;83.132350
3;2;-45.153667;-16.322624;44.633307
3;2;22.628595;-16.322624;73.859397
3;2;-48.599722;-16.322624;54.491221
3;2;24.649015;-16.322624;63.613829
3;2;-49.154068;-16.322624;64.919378
3;2;23.726191;-16.322624;53.211803
3;2;-46.772545;-16.322624;75.087077
3;2;19.933636;-16.322624;43.481937
3;2;-41.644865;-16.322624;84.184365
3;2;13.573462;-16.322624;35.199309
3;2;-34.179496;-16.322624;91.486558
3;2;5.152317;-16.322624;29.023706
3;2;-24.971125;-16.322624;96.411967
3;2;-4.658975;-16.322624;25.447073
3;2;-14.753284;-16.322624;98.568236
3;2;-15.078853;-16.322624;24.754325
3;2;-4.339923;-16.322624;97.783599
3;2;-25.277275;-16.322624;27.000643
3;2;5.439438;-16.322624;94.120559
3;2;-34.441840;-16.322624;32.007089
3;2;13.805779;-16.322624;87.870912
3;2;-41.842505;-16.322624;39.374851
3;2;20.092643;-16.322624;79.532501
3;2;-46.889737;-16.322624;48.517017
3;2;23.799222;-16.322624;69.769559
3;2;-49.181476;-16.322624;58.705329
3;2;24.630252;-16.322624;59.359797
3;2;-48.535163;-16.322624;69.128190
3;2;22.519533;-16.322624;49.132450
3;2;-45.002284;-16.322624;78.955322
3;2;17.635204;-16.322624;39.902224
3;2;-38.864266;-16.322624;87.403901
3;2;10.366349;-16.322624;32.404391
3;2;-30.610059;-16.322624;93.800917
3;2;1.291999;-16.322624;27.236226
3;2;-20.897189;-16.322624;97.636790
3;2;-8.864988;-16.322624;24.809421
3;2;-10.499378;-16.322624;98.605954
3;2;-19.295511;-16.322624;25.317295
3;2;-0.244910;-16.322624;96.631207
3;2;-29.168682;-16.322624;28.719391
3;2;9.049352;-16.322624;91.869856
3;2;-37.698009;-16.322624;34.744698
3;2;16.643030;-16.322624;84.701188
3;2;-44.204051;-16.322624;42.913246
3;2;21.931218;-16.322624;75.696255
3;2;-48.168541;-16.322624;52.574332
3;2;24.492660;-16.322624;65.572383
3;2;-49.275669;-16.322624;62.958359
3;2;24.123314;-16.322624;55.136036
3;2;-47.437242;-16.322624;73.238142
3;2;20.852603;-16.322624;45.218567
3;2;-42.799708;-16.322624;82.594800
3;2;14.941068;-16.322624;36.609995
3;2;-35.732491;-16.322624;90.282985
3;2;6.859619;-16.322624;29.996075
3;2;-26.798561;-16.322624;95.690263
3;2;-2.747980;-16.322624;25.903667
3;2;-16.709590;-16.322624;98.385891
3;2;-13.116393;-16.322624;24.658770
3;2;-6.269259;-16.322624;98.155139
3;2;-23.419678;-16.322624;26.360553
3;2;3.690760;-16.322624;95.016387
3;2;-32.837082;-16.322624;30.873452
3;2;12.377059;-16.322624;89.219667
3;2;-40.618420;-16.322624;37.837972
3;2;19.097692;-16.322624;81.226742
3;2;-46.143834;-16.322624;46.699323
3;2;23.317297;-16.322624;71.674324
3;2;-48.973174;-16.322624;56.751616
3;2;24.699743;-16.322624;61.323353
3;2;-48.881056;-16.322624;67.194090
3;2;23.134904;-16.322624;50.998382
3;2;-45.874817;-16.322624;77.194905
3;2;18.747436;-16.322624;41.521891
3;2;-40.193934;-16.322624;85.957400
3;2;11.886840;-16.322624;33.648773
3;2;-32.290942;-16.322624;92.783560
3;2;3.099629;-16.322624;28.006196
3;2;-22.795388;-16.322624;97.129618
3;2;24.579360;-13.322624;61.649736
3;2;-48.807937;-13.322624;66.853985
3;2;23.110513;-13.322624;51.345402
3;2;-45.899641;-13.322624;76.847915
3;2;18.820978;-13.322624;41.861905
3;2;-40.314724;-13.322624;85.631167
3;2;12.052459;-13.322624;33.954695
3;2;-32.498075;-13.322624;92.504072
3;2;3.344131;-13.322624;28.253657
3;2;-23.072365;-13.322624;96.919138
3;2;-6.610305;-13.322624;25.212931
3;2;-12.788440;-13.322624;98.524664
3;2;-17.017886;-13.322624;25.074740
3;2;-2.465512;-13.322624;97.192754
3;2;-27.049547;-13.322624;27.850092
3;2;7.074100;-13.322624;93.029508
3;2;-35.906174;-13.322624;33.317905
3;2;15.070476;-13.322624;86.366567
3;2;-42.882253;-13.322624;41.042615
3;2;20.886631;-13.322624;77.734698
3;2;-47.422073;-13.322624;50.408876
3;2;24.059251;-13.322624;67.821510
3;2;-49.163994;-13.322624;60.670578
3;2;24.335609;-13.322624;57.416682
3;2;-47.969257;-13.322624;71.010280
3;2;21.693689;-13.322624;47.349056
3;2;-43.933033;-13.322624;80.604325
3;2;16.343946;-13.322624;38.420615
3;2;-37.376845;-13.322624;88.688459
3;2;8.712536;-13.322624;31.342592
3;2;-28.822956;-13.322624;94.618704
3;2;-0.592626;-13.322624;26.678819
3;2;-18.952764;-13.322624;97.922660
3;2;-10.830296;-13.322624;24.800809
3;2;-8.552522;-13.322624;98.337136
3;2;-21.184948;-13.322624;25.858164
3;2;1.549292;-13.322624;95.829114
3;2;-30.831736;-13.322624;29.766655
3;2;10.547973;-13.322624;90.598383
3;2;-39.002203;-13.322624;36.214933
3;2;17.726693;-13.322624;83.061619
3;2;-45.045493;-13.322624;44.689334
3;2;22.513597;-13.322624;73.819197
3;2;-48.480202;-13.322624;54.514790
3;2;24.527364;-13.322624;63.607362
3;2;-49.032722;-13.322624;64.908613
3;2;23.607579;-13.322624;53.239585
3;2;-46.659041;-13.322624;75.042835
3;2;19.827511;-13.322624;43.541755
3;2;-41.548244;-13.322624;84.110170
3;2;13.488278;-13.322624;35.286396
3;2;-34.107454;-13.322624;91.388320
3;2;5.094859;-13.322624;29.131127
3;2;-24.929401;-13.322624;96.297512
3;2;-4.684129;-13.322624;25.566271
3;2;-14.745203;-13.322624;98.446682
3;2;-15.069700;-13.322624;24.875803
3;2;-4.366128;-13.322624;97.664628
3;2;-25.234543;-13.322624;27.114725
3;2;5.381035;-13.322624;94.013649
3;2;-34.368935;-13.322624;32.104687
3;2;13.719830;-13.322624;87.784578
3;2;-41.745233;-13.322624;39.448191
3;2;19.985994;-13.322624;79.473622
3;2;-46.775846;-13.322624;48.560257
3;2;23.680369;-13.322624;69.742825
3;2;-49.060040;-13.322624;58.715023
3;2;24.508663;-13.322624;59.367337
3;2;-48.415855;-13.322624;69.103567
3;2;22.404894;-13.322624;49.173664
3;2;-44.894608;-13.322624;78.898343
3;2;17.536647;-13.322624;39.973827
3;2;-38.776799;-13.322624;87.319105
3;2;10.291724;-13.322624;32.500681
3;2;-30.549769;-13.322624;93.695060
3;2;1.247251;-13.322624;27.349532
3;2;-20.868879;-13.322624;97.518303
3;2;-8.876294;-13.322624;24.930718
3;2;-10.505303;-13.322624;98.484276
3;2;-19.272475;-13.322624;25.436920
3;2;-0.284597;-13.322624;96.516031
3;2;-29.113138;-13.322624;28.827814
3;2;8.979063;-13.322624;91.770357
3;2;-37.614382;-13.322624;34.833283
3;2;16.547739;-13.322624;84.625291
3;2;-44.099003;-13.322624;42.974936
3;2;21.818515;-13.322624;75.650007
3;2;-48.050440;-13.322624;52.604212
3;2;24.371524;-13.322624;65.559468
3;2;-49.153923;-13.322624;62.954050
3;2;24.003395;-13.322624;55.157483
3;2;-47.321549;-13.322624;73.199987
3;2;20.743452;-13.322624;45.272667
3;2;-42.699284;-13.322624;82.525838
3;2;14.851380;-13.322624;36.692438
3;2;-35.655336;-13.322624;90.188710
3;2;6.796540;-13.322624;30.100294
3;2;-26.750821;-13.322624;95.578185
3;2;-2.779426;-13.322624;26.021361
3;2;-16.695068;-13.322624;98.264938
3;2;-13.113701;-13.322624;24.780563
3;2;-6.289112;-13.322624;98.034945
3;2;-23.383063;-13.322624;26.476743
3;2;3.638115;-13.322624;94.906528
3;2;-32.769460;-13.322624;30.974783
3;2;12.295814;-13.322624;89.128893
3;2;-40.525178;-13.322624;37.916372
3;2;18.994319;-13.322624;81.162285
3;2;-46.032400;-13.322624;46.748548
3;2;23.200031;-13.322624;71.641318
3;2;-48.852424;-13.322624;56.767743
3;2;24.577925;-13.322624;61.324428
3;2;-48.760609;-13.322624;67.175836
3;2;23.018239;-13.322624;51.033451
3;2;-45.764269;-13.322624;77.143722
3;2;18.645216;-13.322624;41.588162
3;2;-40.102089;-13.322624;85.877367
3;2;11.807209;-13.322624;33.740966
3;2;-32.225118;-13.322624;92.681052
3;2;3.048930;-13.322624;28.116967
3;2;-22.760828;-13.322624;97.012801
3;2;24.211455;-10.322624;61.649736
3;2;-48.443714;-10.322624;66.802066
3;2;22.757261;-10.322624;51.448200
3;2;-45.564432;-10.322624;76.696295
3;2;18.510521;-10.322624;42.059313
3;2;-40.035231;-10.322624;85.391923
3;2;11.809525;-10.322624;34.230987
3;2;-32.296563;-10.322624;92.196262
3;2;3.188074;-10.322624;28.586823
3;2;-22.964885;-10.322624;96.567283
3;2;-6.667055;-10.322624;25.576432
3;2;-12.783555;-10.322624;98.156791
3;2;-16.970807;-10.322624;25.439620
3;2;-2.563612;-10.322624;96.838169
3;2;-26.902391;-10.322624;28.187285
3;2;6.880831;-10.322624;92.716456
3;2;-35.670662;-10.322624;33.600549
3;2;14.797434;-10.322624;86.119987
3;2;-42.577146;-10.322624;41.248196
3;2;20.555566;-10.322624;77.574231
3;2;-47.071676;-10.322624;50.521017
3;2;23.696535;-10.322624;67.759939
3;2;-48.796219;-10.322624;60.680347
3;2;23.970136;-10.322624;57.458912
3;2;-47.613401;-10.322624;70.916897
3;2;21.354573;-10.322624;47.491723
3;2;-43.617443;-10.322624;80.415230
3;2;16.058199;-10.322624;38.652354
3;2;-37.126661;-10.322624;88.418715
3;2;8.502922;-10.322624;31.644943
3;2;-28.658108;-10.322624;94.289799
3;2;-0.709409;-10.322624;27.027697
3;2;-18.886383;-10.322624;97.560794
3;2;-10.844947;-10.322624;25.168422
3;2;-8.589896;-10.322624;97.971134
3;2;-21.096298;-10.322624;26.215228
3;2;1.411140;-10.322624;95.488133
3;2;-30.646848;-10.322624;30.084727
3;2;10.320049;-10.322624;90.309585
3;2;-38.735804;-10.322624;36.468676
3;2;17.427152;-10.322624;82.848009
3;2;-44.718805;-10.322624;44.858534
3;2;22.166301;-10.322624;73.697792
3;2;-48.119248;-10.322624;54.585970
3;2;24.159978;-10.322624;63.587833
3;2;-48.666257;-10.322624;64.876101
3;2;23.249369;-10.322624;53.323486
3;2;-46.316256;-10.322624;74.909222
3;2;19.507012;-10.322624;43.722404
3;2;-41.256445;-10.322624;83.886100
3;2;13.231020;-10.322624;35.549403
3;2;-33.889886;-10.322624;91.091642
3;2;4.921336;-10.322624;29.455539
3;2;-24.803396;-10.322624;95.951858
3;2;-4.760095;-10.322624;25.926247
3;2;-14.720797;-10.322624;98.079588
3;2;-15.042057;-10.322624;25.242667
3;2;-4.445266;-10.322624;97.305336
3;2;-25.105494;-10.322624;27.459254
3;2;5.204657;-10.322624;93.690779
3;2;-34.148758;-10.322624;32.399435
3;2;13.460262;-10.322624;87.523852
3;2;-41.451469;-10.322624;39.669678
