Number;Type;X;Y;Z
1;2;48.253448;101.065696;-52.431683
1;2;-14.455156;101.065696;69.963254
1;2;30.353517;101.065696;-60.056254
1;2;4.341621;101.065696;74.985484
1;2;11.036112;101.065696;-62.375622
1;2;23.793016;101.065696;74.555568
1;2;-8.159954;101.065696;-59.205028
1;2;42.349543;101.065696;68.707755
1;2;-25.705533;101.065696;-50.797040
1;2;58.533000;101.065696;57.907878
1;2;-40.202955;101.065696;-37.821433
1;2;71.054220;101.065696;43.016248
1;2;-50.497362;101.065696;-21.311836
1;2;78.915772;101.065696;25.219124
1;2;-55.768709;101.065696;-2.583395
1;2;81.491408;101.065696;5.934215
1;2;-55.597083;101.065696;16.871994
1;2;78.575955;101.065696;-13.302254
1;2;-49.996156;101.065696;35.504525
1;2;70.401656;101.065696;-30.957917
1;2;-39.412094;101.065696;51.829943
1;2;57.619672;101.065696;-45.626335
1;2;-24.688018;101.065696;64.547772
1;2;41.248206;101.065696;-56.139029
1;2;-6.996838;101.065696;72.644919
1;2;81.297969;104.065696;6.542300
1;2;-55.491393;104.065696;16.242696
1;2;78.560129;104.065696;-12.664339
1;2;-50.070511;104.065696;34.870761
1;2;70.564704;104.065696;-30.340988
1;2;-39.660571;104.065696;51.242197
1;2;57.948604;104.065696;-45.079536
1;2;-25.090823;104.065696;64.052864
1;2;41.716822;104.065696;-55.705918
1;2;-7.521885;104.065696;72.282273
1;2;23.162371;104.065696;-61.373642
1;2;11.646712;104.065696;75.274874
1;2;3.763288;104.065696;-61.631222
1;2;30.888008;104.065696;72.792277
1;2;-14.935106;104.065696;-56.458138
1;2;48.669252;104.065696;65.032244
1;2;-31.443309;104.065696;-46.266475
1;2;63.574001;104.065696;52.612937
1;2;-44.446286;104.065696;-31.868095
1;2;74.414952;104.065696;36.523669
1;2;-52.908228;104.065696;-14.409965
1;2;80.328520;104.065696;18.046102
1;2;-56.155062;104.065696;4.717210
1;2;80.843633;104.065696;-1.347851
1;2;-53.928145;104.065696;23.989771
1;2;75.919259;104.065696;-20.113279
1;2;-46.404874;104.065696;41.872476
1;2;65.947669;104.065696;-36.755339
1;2;-34.184548;104.065696;56.940800
1;2;51.723196;104.065696;-49.948334
1;2;-18.240630;104.065696;67.994408
1;2;34.378952;104.065696;-58.641317
1;2;0.156795;104.065696;74.152776
1;2;15.296570;104.065696;-62.141811
1;2;19.542199;104.065696;74.925333
1;2;-4.003858;104.065696;-60.170968
1;2;38.371353;104.065696;70.250536
1;2;-21.984872;104.065696;-52.885784
1;2;55.144337;104.065696;60.500778
1;2;-37.214114;104.065696;-40.866593
1;2;68.525023;104.065696;46.452719
1;2;-48.478431;104.065696;-25.070837
1;2;77.447516;104.065696;29.225418
1;2;-54.880515;104.065696;-6.756796
1;2;81.201053;104.065696;10.191193
1;2;-55.910378;104.065696;12.616643
1;2;79.486630;104.065696;-9.133700
1;2;-51.485984;104.065696;31.506203
1;2;72.440818;104.065696;-27.209853
1;2;-41.959776;104.065696;48.407153
1;2;60.624881;104.065696;-42.597328
1;2;-28.090606;104.065696;61.973173
1;2;44.980071;104.065696;-54.070369
1;2;-10.983286;104.065696;71.123601
1;2;26.752643;104.065696;-60.715039
1;2;7.999427;104.065696;75.129520
1;2;7.394585;104.065696;-62.002028
1;2;27.345379;104.065696;73.671821
1;2;-11.552052;104.065696;-57.828815
1;2;45.513484;104.065696;66.866622
1;2;-28.577989;104.065696;-48.527836
1;2;61.056480;104.065696;55.256022
1;2;-42.326951;104.065696;-34.840002
1;2;72.736221;104.065696;39.764915
1;2;-51.703703;104.065696;-17.855677
1;2;79.622307;104.065696;21.627314
1;2;-55.961297;104.065696;1.072177
1;2;81.166195;104.065696;2.288049
1;2;-54.760577;104.065696;20.435777
1;2;77.244899;104.065696;-16.712325
1;2;-48.197191;104.065696;38.692631
1;2;68.170789;104.065696;-33.860248
1;2;-36.793976;104.065696;54.388408
1;2;54.666703;104.065696;-47.789728
1;2;-21.459303;104.065696;66.272792
1;2;37.808368;104.065696;-57.391150
1;2;-3.414725;104.065696;73.399079
1;2;18.938710;104.065696;-61.899669
1;2;15.902337;104.065696;75.199593
1;2;-0.439126;104.065696;-60.956141
1;2;34.953098;104.065696;71.530907
1;2;-18.781511;104.065696;-54.635725
1;2;52.219985;104.065696;62.685265
1;2;-34.627303;104.065696;-43.441903
1;2;66.327528;104.065696;49.367307
1;2;-46.714233;104.065696;-28.266368
1;2;76.151927;104.065696;32.637934
1;2;-54.079466;104.065696;-10.317995
1;2;80.910577;104.065696;13.829797
1;2;-56.136289;104.065696;8.973460
1;2;80.224406;104.065696;-5.558858
1;2;-52.720858;104.065696;28.071250
1;2;74.148075;104.065696;-23.983541
1;2;-44.105244;104.065696;45.454057
1;2;63.165620;104.065696;-39.976553
1;2;-30.975762;104.065696;59.737175
1;2;48.151898;104.065696;-52.263900
1;2;-14.378299;104.065696;69.782820
1;2;30.302892;104.065696;-59.866779
1;2;4.365000;104.065696;74.790761
1;2;11.040446;104.065696;-62.179549
1;2;23.761056;104.065696;74.362069
1;2;-8.101007;104.065696;-59.017976
1;2;42.264789;104.065696;68.530893
1;2;-25.596668;104.065696;-50.633908
1;2;58.402203;104.065696;57.761741
1;2;-40.052844;104.065696;-37.695217
1;2;70.887801;104.065696;42.912479
1;2;-50.317964;104.065696;-21.232590
1;2;78.726986;104.065696;25.165988
1;2;-55.574314;104.065696;-2.557432
1;2;81.295295;104.065696;5.935945
1;2;-55.403177;104.065696;16.842606
1;2;78.388136;104.065696;-13.245796
1;2;-49.818184;104.065696;35.422127
1;2;70.237094;104.065696;-30.851228
1;2;-39.264234;104.065696;51.701098
1;2;57.491474;104.065696;-45.477914
1;2;-24.582048;104.065696;64.382745
1;2;41.166586;104.065696;-55.960699
1;2;-6.941201;104.065696;72.456855
1;2;80.969860;107.065696;6.542300
1;2;-55.166567;107.065696;16.196394
1;2;78.245088;107.065696;-12.572660
1;2;-49.771560;107.065696;34.735541
1;2;70.287827;107.065696;-30.164934
1;2;-39.411310;107.065696;51.028831
1;2;57.731948;107.065696;-44.833130
1;2;-24.911108;107.065696;63.778349
1;2;41.577645;107.065696;-55.408789
1;2;-7.426031;107.065696;71.968477
1;2;23.111759;107.065696;-61.049460
1;2;11.651068;107.065696;74.946793
1;2;3.805274;107.065696;-61.305809
1;2;30.800519;107.065696;72.476046
1;2;-14.803867;107.065696;-56.157418
1;2;48.496889;107.065696;64.753055
1;2;-31.233272;107.065696;-46.014403
1;2;63.330493;107.065696;52.393028
1;2;-44.174182;107.065696;-31.684751
1;2;74.119697;107.065696;36.380559
1;2;-52.595733;107.065696;-14.309954
1;2;80.005037;107.065696;17.991191
1;2;-55.827068;107.065696;4.725922
1;2;80.517692;107.065696;-1.310189
1;2;-53.610781;107.065696;23.906489
1;2;75.616823;107.065696;-19.986044
1;2;-46.123421;107.065696;41.703835
1;2;65.692831;107.065696;-36.548667
1;2;-33.961426;107.065696;56.700233
1;2;51.536255;107.065696;-49.678688
1;2;-18.093613;107.065696;67.701079
1;2;34.274800;107.065696;-58.330177
1;2;0.215996;107.065696;73.830052
1;2;15.283504;107.065696;-61.813962
1;2;19.508868;107.065696;74.598921
1;2;-3.924797;107.065696;-59.852526
1;2;38.248145;107.065696;69.946438
1;2;-21.819982;107.065696;-52.602116
1;2;54.941066;107.065696;60.243219
1;2;-36.976530;107.065696;-40.640296
1;2;68.257883;107.065696;46.262215
1;2;-48.187080;107.065696;-24.919938
1;2;77.137785;107.065696;29.117145
1;2;-54.558604;107.065696;-6.693316
1;2;80.873406;107.065696;10.173776
1;2;-55.583552;107.065696;12.587648
1;2;79.167167;107.065696;-9.058874
1;2;-51.180276;107.065696;31.387043
1;2;72.154986;107.065696;-27.048744
1;2;-41.699540;107.065696;48.207320
1;2;60.395450;107.065696;-42.362770
1;2;-27.896572;107.065696;61.708585
1;2;44.825317;107.065696;-53.781046
1;2;-10.870910;107.065696;70.815336
1;2;26.684894;107.065696;-60.394000
1;2;8.021193;107.065696;74.802133
1;2;7.419238;107.065696;-61.674846
1;2;27.274801;107.065696;73.351392
1;2;-11.436961;107.065696;-57.521553
1;2;45.356184;107.065696;66.578676
1;2;-28.381629;107.065696;-48.264970
1;2;60.824989;107.065696;55.023497
1;2;-42.064963;107.065696;-34.642472
1;2;72.448979;107.065696;39.606334
1;2;-51.396956;107.065696;-17.739218
1;2;79.302196;107.065696;21.555309
1;2;-55.634228;107.065696;1.098287
1;2;80.838714;107.065696;2.308356
1;2;-54.439239;107.065696;20.369459
1;2;76.936136;107.065696;-16.601324
1;2;-47.907183;107.065696;38.539168
1;2;67.905340;107.065696;-33.667395
1;2;-36.558398;107.065696;54.160025
1;2;54.465712;107.065696;-47.530385
1;2;-21.296922;107.065696;65.987681
1;2;37.687847;107.065696;-57.085976
1;2;-3.338476;107.065696;73.079952
1;2;18.908259;107.065696;-61.572976
1;2;15.886380;107.065696;74.871872
1;2;-0.377080;107.065696;-60.633951
1;2;34.846206;107.065696;71.220697
1;2;-18.631912;107.065696;-54.343704
1;2;52.030673;107.065696;62.417278
1;2;-34.402067;107.065696;-43.203314
1;2;66.070876;107.065696;49.162891
1;2;-46.431303;107.065696;-28.100216
1;2;75.848381;107.065696;32.513372
1;2;-53.761379;107.065696;-10.237516
1;2;80.584316;107.065696;13.795012
1;2;-55.808384;107.065696;8.961856
1;2;79.901421;107.065696;-5.501095
1;2;-52.409256;107.065696;27.968486
1;2;73.854093;107.065696;-23.837832
1;2;-43.834767;107.065696;45.268319
1;2;62.924061;107.065696;-39.754505
1;2;-30.767956;107.065696;59.483260
1;2;47.982004;107.065696;-51.983201
1;2;-14.249718;107.065696;69.480954
1;2;30.218197;107.065696;-59.549789
1;2;4.404114;107.065696;74.464991
1;2;11.047696;107.065696;-61.851519
1;2;23.707587;107.065696;74.038345
1;2;-8.002389;107.065696;-58.705037
1;2;42.122996;107.065696;68.235003
1;2;-25.414539;107.065696;-50.360989
1;2;58.183382;107.065696;57.517256
1;2;-39.801711;107.065696;-37.484058
1;2;70.609382;107.065696;42.738873
1;2;-50.017832;107.065696;-21.100013
1;2;78.411149;107.065696;25.077092
1;2;-55.249092;107.065696;-2.513996
1;2;80.967198;107.065696;5.938839
1;2;-55.078771;107.065696;16.793439
1;2;78.073916;107.065696;-13.151341
1;2;-49.520438;107.065696;35.284275
1;2;69.961781;107.065696;-30.672738
1;2;-39.016865;107.065696;51.485542
1;2;57.276999;107.065696;-45.229606
1;2;-24.404761;107.065696;64.106656
1;2;41.030035;107.065696;-55.662354
1;2;-6.848119;107.065696;72.142226
1;2;80.507846;110.065696;6.542300
1;2;-54.709177;110.065696;16.131194
1;2;77.801477;110.065696;-12.443566
1;2;-49.350606;110.065696;34.545137
1;2;69.897956;110.065696;-29.917030
1;2;-39.060324;110.065696;50.728389
1;2;57.426873;110.065696;-44.486164
1;2;-24.658050;110.065696;63.391803
1;2;41.381668;110.065696;-54.990400
1;2;-7.291059;110.065696;71.526619
1;2;23.040493;110.065696;-60.592976
1;2;11.657202;110.065696;74.484820
1;2;3.864395;110.065696;-60.847595
1;2;30.677327;110.065696;72.030760
1;2;-14.619069;110.065696;-55.733973
1;2;48.254183;110.065696;64.359926
1;2;-30.937516;110.065696;-45.659459
1;2;62.987608;110.065696;52.083373
1;2;-43.791030;110.065696;-31.426583
1;2;73.703946;110.065696;36.179045
1;2;-52.155705;110.065696;-14.169127
1;2;79.549540;110.065696;17.913870
1;2;-55.365217;110.065696;4.738189
1;2;80.058732;110.065696;-1.257157
1;2;-53.163898;110.065696;23.789219
1;2;75.190962;110.065696;-19.806884
1;2;-45.727104;110.065696;41.466370
1;2;65.333992;110.065696;-36.257650
1;2;-33.647246;110.065696;56.361489
1;2;51.273023;110.065696;-49.298997
1;2;-17.886597;110.065696;67.288041
1;2;34.128144;110.065696;-57.892058
1;2;0.299357;110.065696;73.375621
1;2;15.265107;110.065696;-61.352315
1;2;19.461934;110.065696;74.139297
1;2;-3.813471;110.065696;-59.404126
1;2;38.074654;110.065696;69.518236
1;2;-21.587800;110.065696;-52.202682
1;2;54.654839;110.065696;59.880547
1;2;-36.641988;110.065696;-40.321647
1;2;67.881720;110.065696;45.993964
1;2;-47.776826;110.065696;-24.707457
1;2;76.701652;110.065696;28.964685
1;2;-54.105321;110.065696;-6.603929
1;2;80.412044;110.065696;10.149251
1;2;-55.123346;110.065696;12.546821
1;2;78.717328;110.065696;-8.953511
1;2;-50.749808;110.065696;31.219253
1;2;71.752504;110.065696;-26.821885
1;2;-41.333100;110.065696;47.925933
1;2;60.072387;110.065696;-42.032488
1;2;-27.623351;110.065696;61.336017
1;2;44.607407;110.065696;-53.373650
1;2;-10.712673;110.065696;70.381265
1;2;26.589497;110.065696;-59.941943
1;2;8.051841;110.065696;74.341138
1;2;7.453952;110.065696;-61.214138
1;2;27.175419;110.065696;72.900194
1;2;-11.274901;110.065696;-57.088895
1;2;45.134689;110.065696;66.173218
1;2;-28.105132;110.065696;-47.894827
1;2;60.499025;110.065696;54.696077
1;2;-41.696055;110.065696;-34.364329
1;2;72.044512;110.065696;39.383034
1;2;-50.965025;110.065696;-17.575232
1;2;78.851445;110.065696;21.453918
1;2;-55.173680;110.065696;1.135053
1;2;80.377586;110.065696;2.336950
1;2;-53.986762;110.065696;20.276077
1;2;76.501365;110.065696;-16.445022
1;2;-47.498820;110.065696;38.323076
1;2;67.531558;110.065696;-33.395837
1;2;-36.226679;110.065696;53.838437
1;2;54.182696;110.065696;-47.165203
1;2;-21.068272;110.065696;65.586214
1;2;37.518141;110.065696;-56.656260
1;2;-3.231110;110.065696;72.630587
1;2;18.865381;110.065696;-61.112956
1;2;15.863911;110.065696;74.410405
1;2;-0.289714;110.065696;-60.180273
1;2;34.695691;110.065696;70.783889
1;2;-18.421261;110.065696;-53.932508
1;2;51.764102;110.065696;62.039924
1;2;-34.084911;110.065696;-42.867355
1;2;65.709484;110.065696;48.875051
1;2;-46.032908;110.065696;-27.866257
1;2;75.420955;110.065696;32.337975
1;2;-53.313479;110.065696;-10.124192
1;2;80.124907;110.065696;13.746030
1;2;-55.346660;110.065696;8.945515
1;2;79.446623;110.065696;-5.419760
1;2;-51.970488;110.065696;27.823784
1;2;73.440137;110.065696;-23.632659
1;2;-43.453907;110.065696;45.006782
1;2;62.583921;110.065696;-39.441838
1;2;-30.475344;110.065696;59.125721
1;2;47.742775;110.065696;-51.587947
1;2;-14.068662;110.065696;69.055895
1;2;30.098937;110.065696;-59.103433
1;2;4.459191;110.065696;74.006272
1;2;11.057905;110.065696;-61.389619
1;2;23.632297;110.065696;73.582508
1;2;-7.863525;110.065696;-58.264387
1;2;41.923337;110.065696;67.818359
1;2;-25.158080;110.065696;-49.976691
1;2;57.875258;110.065696;57.172995
1;2;-39.448089;110.065696;-37.186724
1;2;70.217338;110.065696;42.494418
1;2;-49.595215;110.065696;-20.913329
1;2;77.966416;110.065696;24.951916
1;2;-54.791145;110.065696;-2.452834
1;2;80.505203;110.065696;5.942915
1;2;-54.621975;110.065696;16.724208
1;2;77.631461;110.065696;-13.018340
1;2;-49.101179;110.065696;35.090165
1;2;69.574111;110.065696;-30.421405
1;2;-38.668543;110.065696;51.182016
1;2;56.974997;110.065696;-44.879962
1;2;-24.155123;110.065696;63.717892
1;2;40.837757;110.065696;-55.242252
1;2;-6.717050;110.065696;71.699194
1;2;79.909168;113.065696;6.542300
1;2;-54.116490;113.065696;16.046709
1;2;77.226643;113.065696;-12.276286
1;2;-48.805132;113.065696;34.298410
1;2;69.392758;113.065696;-29.595795
1;2;-38.605515;113.065696;50.339076
1;2;57.031556;113.065696;-44.036564
1;2;-24.330136;113.065696;62.890916
1;2;41.127721;113.065696;-54.448249
1;2;-7.116162;113.065696;70.954057
1;2;22.948146;113.065696;-60.001462
1;2;11.665150;113.065696;73.886194
1;2;3.941004;113.065696;-60.253838
1;2;30.517693;113.065696;71.453756
1;2;-14.379606;113.065696;-55.185271
1;2;47.939684;113.065696;63.850508
1;2;-30.554276;113.065696;-45.199521
1;2;62.543297;113.065696;51.682122
1;2;-43.294540;113.065696;-31.092048
1;2;73.165215;113.065696;35.917922
1;2;-51.585516;113.065696;-13.986644
1;2;78.959305;113.065696;17.813678
1;2;-54.766750;113.065696;4.754084
1;2;79.464011;113.065696;-1.188438
1;2;-52.584826;113.065696;23.637261
1;2;74.639129;113.065696;-19.574727
1;2;-45.213556;113.065696;41.158662
1;2;64.869006;113.065696;-35.880550
1;2;-33.240130;113.065696;55.922544
1;2;50.931926;113.065696;-48.806992
1;2;-17.618345;113.065696;66.752824
1;2;33.938106;113.065696;-57.324342
1;2;0.407377;113.065696;72.786768
1;2;15.241267;113.065696;-60.754111
1;2;19.401117;113.065696;73.543716
1;2;-3.669214;113.065696;-58.823087
1;2;37.849845;113.065696;68.963369
1;2;-21.286938;113.065696;-51.685094
1;2;54.283945;113.065696;59.410596
1;2;-36.208486;113.065696;-39.908739
1;2;67.394288;113.065696;45.646365
1;2;-47.245218;113.065696;-24.432122
1;2;76.136509;113.065696;28.767126
1;2;-53.517954;113.065696;-6.488100
1;2;79.814209;113.065696;10.117471
1;2;-54.527010;113.065696;12.493916
1;2;78.134425;113.065696;-8.816981
1;2;-50.192006;113.065696;31.001830
1;2;71.230967;113.065696;-26.527921
1;2;-40.858266;113.065696;47.561312
1;2;59.653760;113.065696;-41.604506
1;2;-27.269311;113.065696;60.853243
1;2;44.325039;113.065696;-52.845745
1;2;-10.507628;113.065696;69.818795
1;2;26.465880;113.065696;-59.356165
1;2;8.091556;113.065696;73.743778
1;2;7.498934;113.065696;-60.617152
1;2;27.046641;113.065696;72.315530
1;2;-11.064903;113.065696;-56.528255
1;2;44.847675;113.065696;65.647824
1;2;-27.746847;113.065696;-47.415194
1;2;60.076639;113.065696;54.271806
1;2;-41.218024;113.065696;-34.003910
1;2;71.520402;113.065696;39.093682
1;2;-50.405326;113.065696;-17.362738
1;2;78.267361;113.065696;21.322535
1;2;-54.576900;113.065696;1.182695
1;2;79.780055;113.065696;2.374002
1;2;-53.400439;113.065696;20.155072
1;2;75.937986;113.065696;-16.242486
1;2;-46.969661;113.065696;38.043063
1;2;67.047211;113.065696;-33.043952
1;2;-35.796837;113.065696;53.421721
1;2;53.815962;113.065696;-46.691999
1;2;-20.771987;113.065696;65.065992
1;2;37.298234;113.065696;-56.099432
1;2;-3.091984;113.065696;72.048299
1;2;18.809820;113.065696;-60.516861
1;2;15.834795;113.065696;73.812435
1;2;-0.176504;113.065696;-59.592396
1;2;34.500653;113.065696;70.217871
1;2;-18.148298;113.065696;-53.399679
1;2;51.418678;113.065696;61.550948
1;2;-33.673940;113.065696;-42.432018
1;2;65.241190;113.065696;48.502067
1;2;-45.516665;113.065696;-27.563091
1;2;74.867096;113.065696;32.110695
1;2;-52.733089;113.065696;-9.977348
1;2;79.529602;113.065696;13.682560
1;2;-54.748356;113.065696;8.924341
1;2;78.857295;113.065696;-5.314365
1;2;-51.401931;113.065696;27.636277
1;2;72.903730;113.065696;-23.366794
1;2;-42.960388;113.065696;44.667880
1;2;62.143166;113.065696;-39.036682
1;2;-30.096175;113.065696;58.662421
